ExhTcell_Jiang	TMEM88
ExhTcell_Jiang	TNFAIP3
ExhTcell_Jiang	TNN
ExhTcell_Jiang	TRIM15
ExhTcell_Jiang	VPS37B
ExhTcell_l_Li19	CXCL13
ExhTcell_l_Li19	EOMES
ExhTcell_l_Li19	ETV1
ExhTcell_l_Li19	ID3
ExhTcell_l_Li19	IFNG
ExhTcell_l_Li19	LAG3
ExhTcell_l_Li19	MAF
ExhTcell_l_Li19	PDCD1
ExhTcell_l_Li19	PRDM1
ExhTcell_l_Li19	RBPJ
ExhTcell_l_Li19	TIGIT
ExhTcell_l_Li19	ZBED2
ExhTcell_l_Tirosh16	ATP1B3
ExhTcell_l_Tirosh16	CD200
ExhTcell_l_Tirosh16	CD27
ExhTcell_l_Tirosh16	CRTAM
ExhTcell_l_Tirosh16	CXCL13
ExhTcell_l_Tirosh16	EGR2
ExhTcell_l_Tirosh16	EIF3L
ExhTcell_l_Tirosh16	FAM3C
ExhTcell_l_Tirosh16	FDFT1
ExhTcell_l_Tirosh16	HLA-DMA
ExhTcell_l_Tirosh16	IFI16
ExhTcell_l_Tirosh16	INPP5F
ExhTcell_l_Tirosh16	KCNK5
ExhTcell_l_Tirosh16	MYO7A
ExhTcell_l_Tirosh16	PARK7
ExhTcell_l_Tirosh16	RGS2
ExhTcell_l_Tirosh16	RNF19A
ExhTcell_l_Tirosh16	SH2D1A
ExhTcell_l_Tirosh16	SLA
ExhTcell_l_Tirosh16	THADA
ExhTcell_l_Tirosh16	TIGIT
ExhTcell_l_Tirosh16	TMBIM6
ExhTcell_l_Tirosh16	TNFRSF1B
ExhTcell_l_Tirosh16	TNFRSF9
ExhTcell_l_Tirosh16	UQCRC1
ExhTcell_l_Tirosh16	WARS1
ExhTcell_l_Tirosh16	XCL2
ExhTcell_l_Tirosh16	ZC3H7A
Fanconi_anemia	ATRIP
Fanconi_anemia	EME1
Fanconi_anemia	FANCC
Fanconi_anemia	FANCG
Fanconi_anemia	RAD51
Fanconi_anemia	RMI1
Fanconi_anemia	RPA1
Fehrenbacher_Teff	CD8A
Fehrenbacher_Teff	CXCL10
Fehrenbacher_Teff	CXCL9
Fehrenbacher_Teff	EOMES
Fehrenbacher_Teff	GZMA
Fehrenbacher_Teff	GZMB
Fehrenbacher_Teff	IFNG
Fehrenbacher_Teff	TBX21
Fibroblast_sc	ACTA2
Fibroblast_sc	BGN
Fibroblast_sc	CYGB
Fibroblast_sc	DCN
Fibroblast_sc	EMILIN1
Fibroblast_sc	MFAP4
Fibroblast_sc	PCOLCE
Fibroblast_sc	PDGFRB
Fibroblast_sc	TCF21
GoodCD8Tcell_l_SadeFeldman18	ADD3
GoodCD8Tcell_l_SadeFeldman18	IL7R
GoodCD8Tcell_l_SadeFeldman18	PLAC8
GoodCD8Tcell_l_SadeFeldman18	SELL
GoodCD8Tcell_l_SadeFeldman18	TCF7
GoodCD8Tcell_l_SadeFeldman18	TNFAIP8
Granulocyte_sc	CLC
Granulocyte_sc	CTSG
Granulocyte_sc	FCGR3B
Granulocyte_sc	HDC
Granulocyte_sc	MPO
HematoStem_sc	AVP
HematoStem_sc	CD34
HematoStem_sc	CRHBP
HematoStem_sc	NRIP1
Hepatocyte_sc	ALDOB
Hepatocyte_sc	APOC3
Hepatocyte_sc	APOH
Hepatocyte_sc	PCK1
Hepatocyte_sc	TAT
Homologous_recombination	EME1
Homologous_recombination	POLD1
Homologous_recombination	RAD51
Homologous_recombination	RAD54L
Homologous_recombination	RPA1
IFNG_l_Rozeman21	CCR5
IFNG_l_Rozeman21	CXCL10
IFNG_l_Rozeman21	CXCL11
IFNG_l_Rozeman21	CXCL9
IFNG_l_Rozeman21	GZMA
IFNG_l_Rozeman21	HLA-DRA
IFNG_l_Rozeman21	IDO1
IFNG_l_Rozeman21	IFNG
IFNG_l_Rozeman21	PRF1
IFNG_l_Rozeman21	STAT1
ILC1	EOMES
ILC1	GZMB
ILC1	HLA-E
ILC1	IFNG
ILC1	IL12RB1
ILC1	IL12RB2
ILC1	IL15RA
ILC1	IL18RAP
ILC1	IL2RB
ILC1	KIR2DL1
ILC1	KIR3DL1
ILC1	NCR1
ILC1	PRF1
ILC1	RUNX3
ILC1	STAT4
ILC1	SYK
ILC1	TBX21
ILC1	TNF
ILC2	BCL11B
ILC2	CRLF2
ILC2	GATA3
ILC2	ICOS
ILC2	IL13
ILC2	IL17RB
ILC2	IL2RA
ILC2	IL4
ILC2	IL5
ILC2	IL9
ILC2	KIT
ILC2	MPL
ILC2	RORA
ILC2	TSLP
ILC2	VIPR2
ILC3	AHR
ILC3	CCL20
ILC3	CCR6
ILC3	CD40LG
ILC3	IL17A
ILC3	IL17F
ILC3	IL1R1
ILC3	IL22
ILC3	IL23R
ILC3	LIF
ILC3	LTA
ILC3	LTBR
ILC3	MADCAM1
ILC3	NFKBIZ
ILC3	NKX2-3
ILC3	RORC
ILC3	STAT3
Immune_checkpoints	CD274
Immune_checkpoints	CTLA4
Immune_checkpoints	HAVCR2
Immune_checkpoints	LAG3
Immune_checkpoints	PDCD1
Immune_checkpoints	PDCD1LG2
Immune_checkpoints	TIGIT
InflamFibroblast_sc	CEMIP
InflamFibroblast_sc	CHI3L1
InflamFibroblast_sc	COL7A1
InflamFibroblast_sc	IL11
InflamFibroblast_sc	MMP3
InflamFibroblast_sc	WNT2
InflamMonocyte_sc	CAMP
InflamMonocyte_sc	IER3
InflamMonocyte_sc	IL1B
Macrophage_CXCL9_sc	CXCL10
Macrophage_CXCL9_sc	CXCL11
Macrophage_CXCL9_sc	CXCL9
Macrophage_Combes22	APOE
Macrophage_Combes22	C1QB
Macrophage_Combes22	C1QC
Macrophage_Combes22	TREM2
Macrophage_Combes22	VSIG4
Macrophage_MARCO_sc	CXCL5
Macrophage_MARCO_sc	MARCO
Macrophage_MARCO_sc	MMP19
Macrophage_MARCO_sc	SLAMF9
Macrophage_MSR1_sc	CD209
Macrophage_MSR1_sc	FOLR2
Macrophage_MSR1_sc	PLA2G7
Macrophage_MSR1_sc	SIGLEC1
Macrophage_MSR1_sc	SLCO2B1
Macrophage_MSR1_sc	TREM2
Macrophage_TAM	ABCC4
Macrophage_TAM	ALOX15
Macrophage_TAM	CALCRL
Macrophage_TAM	CCL13
Macrophage_TAM	CCL17
Macrophage_TAM	CCL26
Macrophage_TAM	CD1A
Macrophage_TAM	CD1E
Macrophage_TAM	CDR2L
Macrophage_TAM	CMTM8
Macrophage_TAM	CRH
Macrophage_TAM	DHRS2
Macrophage_TAM	DUOXA1
Macrophage_TAM	ESPNL
Macrophage_TAM	F13A1
Macrophage_TAM	FABP4
Macrophage_TAM	FCER1A
Macrophage_TAM	FOXQ1
Macrophage_TAM	GALNT18
Macrophage_TAM	GATM
Macrophage_TAM	GPT
Macrophage_TAM	IL17RB
Macrophage_TAM	IPCEF1
Macrophage_TAM	ITM2C
Macrophage_TAM	MAOA
Macrophage_TAM	MAP4K1
Macrophage_TAM	MOCOS
Macrophage_TAM	MS4A6A
Macrophage_TAM	PALLD
Macrophage_TAM	PARM1
Macrophage_TAM	PCED1B
Macrophage_TAM	PDGFC
Macrophage_TAM	PON2
Macrophage_TAM	PPP1R14A
Macrophage_TAM	QPRT
Macrophage_TAM	RAB30
Macrophage_TAM	RAB33A
Macrophage_TAM	RAMP1
Macrophage_TAM	RASAL1
